date,gpu architecture,percentage
2016-12-01,GCN 3.0,0.0054
2016-12-01,GCN 4.0,0.0064
2016-12-01,Generation 7.5,0.0064
2016-12-01,Generation 8.0,0.008400000000000001
2016-12-01,Generation 9.0,0.011099999999999999
2016-12-01,Fermi 2.0,0.0102
2016-12-01,Tesla 2.0,0.0
2016-12-01,Fermi,0.005600000000000001
2016-12-01,Kepler 2.0,0.0064
2016-12-01,Maxwell,0.049100000000000005
2016-12-01,Kepler,0.05030000000000001
2016-12-01,Pascal,0.0402
2016-12-01,Maxwell 2.0,0.08989999999999998
2017-01-01,Unknown,0.09080000000000003
2017-01-01,TeraScale 2,0.0029
2017-01-01,TeraScale 3,0.006299999999999999
2017-01-01,GCN 1.0,0.0278
2017-01-01,GCN 2.0,0.006500000000000001
2017-01-01,GCN 3.0,0.0051
2017-01-01,GCN 4.0,0.0081
2017-01-01,Generation 7.5,0.0059
2017-01-01,Generation 8.0,0.0088
2017-01-01,Generation 9.0,0.0116
2017-01-01,Kepler,0.04659999999999999
2017-01-01,Fermi 2.0,0.009099999999999999
2017-01-01,Tesla 2.0,0.0
2017-01-01,Fermi,0.005300000000000002
2017-01-01,Kepler 2.0,0.006500000000000001
2017-01-01,Maxwell,0.05210000000000001
2017-01-01,Pascal,0.049
2017-01-01,Maxwell 2.0,0.0844
2017-03-01,Unknown,0.0891
2017-03-01,TeraScale 2,0.0026
2017-03-01,TeraScale 3,0.005900000000000001
2017-03-01,GCN 1.0,0.026800000000000004
2017-03-01,GCN 2.0,0.0063
2017-03-01,GCN 4.0,0.011200000000000002
2017-03-01,GCN 3.0,0.0052
2017-03-01,Generation 7.5,0.0058
2017-03-01,Generation 8.0,0.008600000000000002
2017-03-01,Generation 9.0,0.0118
2017-03-01,Kepler,0.04440000000000001
2017-03-01,Fermi 2.0,0.008700000000000001
2017-03-01,Tesla 2.0,0.0
2017-03-01,Fermi,0.005100000000000002
2017-03-01,Kepler 2.0,0.0064
2017-03-01,Maxwell,0.05410000000000001
2017-03-01,Pascal,0.06760000000000001
2017-03-01,Maxwell 2.0,0.08690000000000002
2017-04-01,Unknown,0.08720000000000001
2017-04-01,TeraScale 2,0.0025
2017-04-01,TeraScale 3,0.0054
2017-04-01,GCN 1.0,0.025600000000000005
2017-04-01,GCN 2.0,0.0057
2017-04-01,GCN 4.0,0.0121
2017-04-01,GCN 3.0,0.005200000000000001
2017-04-01,Generation 7.5,0.0056
2017-04-01,Generation 8.0,0.0083
2017-04-01,Generation 9.0,0.012099999999999998
2017-04-01,Kepler,0.0426
2017-04-01,Fermi 2.0,0.008
2017-04-01,Tesla 2.0,0.0
2017-04-01,Fermi,0.0052000000000000015
2017-04-01,Kepler 2.0,0.006500000000000001
2017-04-01,Maxwell,0.05530000000000001
2017-04-01,Pascal,0.0744
2017-04-01,Maxwell 2.0,0.0834
2017-05-01,Unknown,0.08360000000000002
2017-05-01,TeraScale 2,0.0025
2017-05-01,TeraScale 3,0.005200000000000001
2017-05-01,GCN 1.0,0.0247
2017-05-01,GCN 2.0,0.0058
2017-05-01,GCN 4.0,0.012
2017-05-01,GCN 3.0,0.0049
2017-05-01,Generation 8.0,0.0083
2017-05-01,Generation 7.5,0.005699999999999999
2017-05-01,Generation 9.0,0.012199999999999999
2017-05-01,Kepler,0.03990000000000001
2017-05-01,Fermi 2.0,0.0076
2017-05-01,Tesla 2.0,0.0
2017-05-01,Fermi,0.004700000000000001
2017-05-01,Kepler 2.0,0.0063
2017-05-01,Maxwell,0.0526
2017-05-01,Pascal,0.0781
2017-05-01,Maxwell 2.0,0.0789
2017-06-01,Unknown,0.08350000000000002
2017-06-01,TeraScale 2,0.0025
2017-06-01,TeraScale 3,0.004900000000000001
2017-06-01,GCN 1.0,0.0247
2017-06-01,GCN 2.0,0.0055
2017-06-01,GCN 4.0,0.0121
2017-06-01,GCN 3.0,0.005
2017-06-01,Generation 8.0,0.008199999999999999
2017-06-01,Generation 7.5,0.0057
2017-06-01,Generation 9.0,0.012499999999999999
2017-06-01,Kepler,0.03960000000000002
2017-06-01,Fermi 2.0,0.0071
2017-06-01,Tesla 2.0,0.0
2017-06-01,Fermi,0.004800000000000001
2017-06-01,Kepler 2.0,0.0063
2017-06-01,Maxwell,0.0553
2017-06-01,Pascal,0.08929999999999999
2017-06-01,Maxwell 2.0,0.079
2017-07-01,Unknown,0.08010000000000002
2017-07-01,TeraScale 2,0.0024000000000000002
2017-07-01,TeraScale 3,0.0047
2017-07-01,GCN 1.0,0.023699999999999995
2017-07-01,GCN 2.0,0.005299999999999999
2017-07-01,GCN 4.0,0.012299999999999998
2017-07-01,GCN 3.0,0.004699999999999999
2017-07-01,GCN 5.0,0.0
2017-07-01,Generation 7.5,0.0060999999999999995
2017-07-01,Generation 8.0,0.0081
2017-07-01,Generation 9.0,0.012699999999999998
2017-07-01,Generation 9.5,0.0055000000000000005
2017-07-01,Kepler,0.03740000000000002
2017-07-01,Fermi 2.0,0.0072
2017-07-01,Tesla 2.0,0.0
2017-07-01,Fermi,0.0045000000000000005
2017-07-01,Kepler 2.0,0.0063
2017-07-01,Maxwell,0.05280000000000001
2017-07-01,Pascal,0.0981
2017-07-01,Maxwell 2.0,0.07429999999999999
2017-08-01,Unknown,0.0765
2017-08-01,TeraScale 2,0.0018000000000000002
2017-08-01,TeraScale 3,0.0042
2017-08-01,GCN 1.0,0.0238
2017-08-01,GCN 2.0,0.004999999999999999
2017-08-01,GCN 4.0,0.013500000000000002
2017-08-01,GCN 3.0,0.0050999999999999995
2017-08-01,Generation 7.5,0.0050999999999999995
2017-08-01,Generation 9.0,0.0101
2017-08-01,Generation 8.0,0.0062
2017-08-01,Generation 9.5,0.0047
2017-08-01,Kepler,0.03960000000000001
2017-08-01,Fermi 2.0,0.0067
2017-08-01,Tesla 2.0,0.0
2017-08-01,Fermi,0.0037999999999999996
2017-08-01,Kepler 2.0,0.0055000000000000005
2017-08-01,Maxwell,0.05280000000000001
2017-08-01,Pascal,0.117
2017-08-01,Maxwell 2.0,0.08400000000000002
2017-09-01,Unknown,0.06670000000000001
2017-09-01,TeraScale 2,0.0017000000000000001
2017-09-01,TeraScale 3,0.0038000000000000004
2017-09-01,GCN 1.0,0.019899999999999998
2017-09-01,GCN 2.0,0.0039
2017-09-01,GCN 4.0,0.011300000000000001
2017-09-01,GCN 3.0,0.0039000000000000003
2017-09-01,GCN 5.0,0.0002
2017-09-01,Generation 8.0,0.0063
2017-09-01,Generation 7.5,0.004899999999999999
2017-09-01,Generation 9.0,0.0107
2017-09-01,Generation 9.5,0.006600000000000001
2017-09-01,Kepler,0.031
2017-09-01,Fermi 2.0,0.0058000000000000005
2017-09-01,Tesla 2.0,0.0
2017-09-01,Fermi,0.003599999999999999
2017-09-01,Kepler 2.0,0.0052
2017-09-01,Maxwell,0.051500000000000004
2017-09-01,Pascal,0.1145
2017-09-01,Maxwell 2.0,0.06580000000000001
2017-10-01,Unknown,0.04
2017-10-01,TeraScale 2,0.0009
2017-10-01,TeraScale 3,0.0021000000000000003
2017-10-01,GCN 1.0,0.011699999999999999
2017-10-01,GCN 2.0,0.0024000000000000002
2017-10-01,GCN 4.0,0.0071
2017-10-01,GCN 3.0,0.0025
2017-10-01,GCN 5.0,0.0001
2017-10-01,Generation 7.5,0.0029999999999999996
2017-10-01,Generation 8.0,0.0040999999999999995
2017-10-01,Generation 9.0,0.0069
2017-10-01,Generation 9.5,0.0045
2017-10-01,Kepler,0.018299999999999997
2017-10-01,Fermi 2.0,0.0034
2017-10-01,Tesla 2.0,0.0
2017-10-01,Fermi,0.0017999999999999997
2017-10-01,Kepler 2.0,0.0031999999999999997
2017-10-01,Maxwell,0.031700000000000006
2017-10-01,Pascal,0.0767
2017-10-01,Maxwell 2.0,0.03919999999999999
2017-11-01,Unknown,0.0329
2017-11-01,TeraScale 2,0.0008
2017-11-01,TeraScale 3,0.0017000000000000006
2017-11-01,GCN 1.0,0.009
2017-11-01,GCN 2.0,0.0018
2017-11-01,GCN 4.0,0.0059
2017-11-01,GCN 3.0,0.0021
2017-11-01,GCN 5.0,0.0002
2017-11-01,Generation 7.5,0.0024999999999999996
2017-11-01,Generation 9.0,0.0055
2017-11-01,Generation 8.0,0.0031999999999999993
2017-11-01,Generation 9.5,0.004
2017-11-01,Fermi 2.0,0.0024999999999999996
2017-11-01,Tesla 2.0,0.0
2017-11-01,Fermi,0.0014000000000000002
2017-11-01,Kepler 2.0,0.0025999999999999994
2017-11-01,Maxwell,0.0254
2017-11-01,Kepler,0.014199999999999999
2017-11-01,Pascal,0.0671
2017-11-01,Maxwell 2.0,0.030900000000000004
2017-12-01,Unknown,0.033999999999999996
2017-12-01,TeraScale 2,0.0008
2017-12-01,TeraScale 3,0.0017000000000000006
2017-12-01,GCN 1.0,0.009199999999999998
2017-12-01,GCN 2.0,0.0018
2017-12-01,GCN 4.0,0.006699999999999999
2017-12-01,GCN 3.0,0.002
2017-12-01,GCN 5.0,0.0002
2017-12-01,Generation 7.5,0.0024
2017-12-01,Generation 9.0,0.0050999999999999995
2017-12-01,Generation 8.0,0.0029999999999999996
2017-12-01,Generation 9.5,0.0043
2017-12-01,Kepler,0.014799999999999997
2017-12-01,Fermi 2.0,0.0024999999999999996
2017-12-01,Tesla 2.0,0.0
2017-12-01,Fermi,0.0013000000000000002
2017-12-01,Kepler 2.0,0.0024999999999999996
2017-12-01,Maxwell,0.0257
2017-12-01,Pascal,0.07630000000000002
2017-12-01,Maxwell 2.0,0.031900000000000005
2018-01-01,Unknown,0.0453
2018-01-01,TeraScale 2,0.001
2018-01-01,TeraScale 3,0.0020000000000000005
2018-01-01,GCN 1.0,0.0132
2018-01-01,GCN 2.0,0.0024999999999999996
2018-01-01,GCN 4.0,0.0104
2018-01-01,GCN 3.0,0.0031000000000000003
2018-01-01,GCN 5.0,0.0003
2018-01-01,Generation 7.5,0.0026999999999999997
2018-01-01,Generation 9.0,0.005600000000000001
2018-01-01,Generation 8.0,0.0033999999999999994
2018-01-01,Generation 9.5,0.0047
2018-01-01,Fermi 2.0,0.0035999999999999995
2018-01-01,Tesla 2.0,0.0
2018-01-01,Fermi,0.0021
2018-01-01,Kepler 2.0,0.0034
2018-01-01,Maxwell,0.036199999999999996
2018-01-01,Kepler,0.022299999999999997
2018-01-01,Pascal,0.11960000000000003
2018-01-01,Maxwell 2.0,0.050300000000000004
2018-02-01,Unknown,0.0331
2018-02-01,TeraScale 2,0.0007000000000000001
2018-02-01,TeraScale 3,0.0015000000000000005
2018-02-01,GCN 1.0,0.009099999999999999
2018-02-01,GCN 2.0,0.0017000000000000001
2018-02-01,GCN 4.0,0.0068
2018-02-01,GCN 3.0,0.002
2018-02-01,GCN 5.0,0.0002
2018-02-01,Generation 8.0,0.0026999999999999993
2018-02-01,Generation 7.5,0.002
2018-02-01,Generation 9.0,0.0048
2018-02-01,Generation 9.5,0.0045000000000000005
2018-02-01,Kepler,0.013799999999999998
2018-02-01,Fermi 2.0,0.0024
2018-02-01,Tesla 2.0,0.0
2018-02-01,Fermi,0.0014000000000000002
2018-02-01,Kepler 2.0,0.0024
2018-02-01,Maxwell,0.0254
2018-02-01,Pascal,0.0869
2018-02-01,Maxwell 2.0,0.03150000000000001
2018-03-01,Unknown,0.0438
2018-03-01,TeraScale 2,0.0009
2018-03-01,TeraScale 3,0.0021000000000000003
2018-03-01,GCN 1.0,0.011899999999999999
2018-03-01,GCN 2.0,0.0023
2018-03-01,GCN 4.0,0.0102
2018-03-01,GCN 3.0,0.0028
2018-03-01,GCN 5.0,0.0003
2018-03-01,Generation 7.5,0.0024999999999999996
2018-03-01,Generation 9.0,0.006199999999999999
2018-03-01,Generation 8.0,0.0033999999999999994
2018-03-01,Generation 9.5,0.006000000000000001
2018-03-01,Kepler,0.019599999999999996
2018-03-01,Fermi 2.0,0.0031999999999999997
2018-03-01,Tesla 2.0,0.0
2018-03-01,Fermi,0.0018
2018-03-01,Kepler 2.0,0.0031999999999999997
2018-03-01,Maxwell,0.0352
2018-03-01,Pascal,0.1334
2018-03-01,Maxwell 2.0,0.045799999999999993
2018-04-01,GCN 3.0,0.0042
2018-04-01,GCN 4.0,0.0154
2018-04-01,Unknown,0.06430000000000001
2018-04-01,TeraScale 2,0.0013
2018-04-01,TeraScale 3,0.0029999999999999996
2018-04-01,GCN 1.0,0.018099999999999995
2018-04-01,GCN 2.0,0.0034
2018-04-01,GCN 5.0,0.0007000000000000001
2018-04-01,Generation 8.0,0.004999999999999999
2018-04-01,Generation 7.5,0.0036
2018-04-01,Generation 9.0,0.0092
2018-04-01,Generation 9.5,0.0089
2018-04-01,Kepler,0.0294
2018-04-01,Fermi 2.0,0.004700000000000001
2018-04-01,Tesla 2.0,0.0
2018-04-01,Fermi,0.0029999999999999996
2018-04-01,Kepler 2.0,0.004600000000000001
2018-04-01,Maxwell,0.05330000000000001
2018-04-01,Pascal,0.2091
2018-04-01,Maxwell 2.0,0.0688
2018-04-01,Volta,0.0
2018-05-01,GCN 3.0,0.004399999999999999
2018-05-01,GCN 4.0,0.016399999999999998
2018-05-01,Unknown,0.06570000000000001
2018-05-01,TeraScale 2,0.0013
2018-05-01,TeraScale 3,0.0030000000000000005
2018-05-01,GCN 1.0,0.018399999999999993
2018-05-01,GCN 2.0,0.0037
2018-05-01,GCN 5.0,0.0009
2018-05-01,Generation 7.5,0.004
2018-05-01,Generation 9.0,0.010199999999999999
2018-05-01,Generation 8.0,0.0056
2018-05-01,Generation 9.5,0.0103
2018-05-01,Fermi 2.0,0.005
2018-05-01,Tesla 2.0,0.0
2018-05-01,Fermi,0.0029999999999999996
2018-05-01,Kepler 2.0,0.0047
2018-05-01,Maxwell,0.05380000000000001
2018-05-01,Kepler,0.030199999999999998
2018-05-01,Pascal,0.22139999999999999
2018-05-01,Maxwell 2.0,0.07150000000000001
2018-05-01,Volta,0.0
2018-07-01,GCN 3.0,0.004
2018-07-01,GCN 4.0,0.016
2018-07-01,Unknown,0.06370000000000002
2018-07-01,TeraScale 2,0.0010999999999999998
2018-07-01,TeraScale 3,0.0026000000000000003
2018-07-01,GCN 1.0,0.016399999999999998
2018-07-01,GCN 2.0,0.0031999999999999997
2018-07-01,GCN 5.0,0.0010999999999999998
2018-07-01,Generation 7.5,0.0036
2018-07-01,Generation 8.0,0.004999999999999999
2018-07-01,Generation 9.0,0.0096
2018-07-01,Generation 9.5,0.0101
2018-07-01,Fermi 2.0,0.0044
2018-07-01,Tesla 2.0,0.0
2018-07-01,Fermi,0.0028
2018-07-01,Kepler 2.0,0.004400000000000001
2018-07-01,Maxwell,0.04880000000000001
2018-07-01,Kepler,0.026999999999999993
2018-07-01,Pascal,0.23359999999999997
2018-07-01,Maxwell 2.0,0.0645
2018-07-01,Volta,0.0
2018-08-01,GCN 3.0,0.0045000000000000005
2018-08-01,GCN 4.0,0.0186
2018-08-01,Unknown,0.067
2018-08-01,TeraScale 2,0.0010999999999999998
2018-08-01,TeraScale 3,0.0026000000000000003
2018-08-01,GCN 1.0,0.017699999999999997
2018-08-01,GCN 2.0,0.0034
2018-08-01,GCN 5.0,0.0014
2018-08-01,Generation 7.5,0.0041
2018-08-01,Generation 8.0,0.0055
2018-08-01,Generation 9.0,0.010799999999999999
2018-08-01,Generation 9.5,0.0118
2018-08-01,Kepler,0.029199999999999993
2018-08-01,Fermi 2.0,0.0045000000000000005
2018-08-01,Tesla 2.0,0.0
2018-08-01,Fermi,0.0026999999999999993
2018-08-01,Kepler 2.0,0.0047
2018-08-01,Maxwell,0.05410000000000001
2018-08-01,Pascal,0.26759999999999995
2018-08-01,Maxwell 2.0,0.0714
2018-08-01,Volta,0.0
2018-09-01,GCN 3.0,0.0044
2018-09-01,Unknown,0.06890000000000002
2018-09-01,TeraScale 2,0.001
2018-09-01,TeraScale 3,0.0022
2018-09-01,GCN 1.0,0.016399999999999998
2018-09-01,GCN 2.0,0.0031999999999999997
2018-09-01,GCN 4.0,0.018799999999999997
2018-09-01,GCN 5.0,0.002
2018-09-01,Generation 7.5,0.0037999999999999996
2018-09-01,Generation 9.0,0.01
2018-09-01,Generation 8.0,0.004999999999999999
2018-09-01,Generation 9.5,0.0152
2018-09-01,Maxwell,0.05260000000000001
2018-09-01,Kepler 2.0,0.0043
2018-09-01,Fermi,0.0019000000000000002
2018-09-01,Fermi 2.0,0.0037
2018-09-01,Kepler,0.027399999999999994
2018-09-01,Pascal,0.2781
2018-09-01,Maxwell 2.0,0.068
2018-10-01,GCN 3.0,0.0040999999999999995
2018-10-01,Unknown,0.072
2018-10-01,TeraScale 3,0.0019000000000000004
2018-10-01,TeraScale 2,0.0009
2018-10-01,GCN 1.0,0.0152
2018-10-01,GCN 2.0,0.0029000000000000002
2018-10-01,GCN 4.0,0.0194
2018-10-01,GCN 5.0,0.0023
2018-10-01,Generation 7.5,0.0035999999999999995
2018-10-01,Generation 9.0,0.009600000000000001
2018-10-01,Generation 8.0,0.0045
2018-10-01,Generation 9.5,0.0152
2018-10-01,Maxwell,0.047599999999999996
2018-10-01,Kepler 2.0,0.004
2018-10-01,Fermi,0.0019000000000000002
2018-10-01,Fermi 2.0,0.0034999999999999996
2018-10-01,Kepler,0.025099999999999997
2018-10-01,Pascal,0.301
2018-10-01,Maxwell 2.0,0.06420000000000001
2018-11-01,GCN 3.0,0.004700000000000001
2018-11-01,GCN 4.0,0.021
2018-11-01,Unknown,0.07000000000000002
2018-11-01,TeraScale 2,0.001
2018-11-01,TeraScale 3,0.0023000000000000004
2018-11-01,GCN 1.0,0.0165
2018-11-01,GCN 2.0,0.0031999999999999997
2018-11-01,GCN 5.0,0.0032
2018-11-01,Generation 7.5,0.0039
2018-11-01,Generation 9.0,0.0104
2018-11-01,Generation 8.0,0.0050999999999999995
2018-11-01,Generation 9.5,0.017200000000000003
2018-11-01,Maxwell,0.05370000000000001
2018-11-01,Kepler 2.0,0.0045000000000000005
2018-11-01,Fermi,0.0021000000000000003
2018-11-01,Fermi 2.0,0.0038
2018-11-01,Kepler,0.027399999999999997
2018-11-01,Pascal,0.3021
2018-11-01,Maxwell 2.0,0.0683
2018-12-01,GCN 3.0,0.0045000000000000005
2018-12-01,GCN 4.0,0.0217
2018-12-01,Unknown,0.0706
2018-12-01,TeraScale 2,0.0010999999999999998
2018-12-01,TeraScale 3,0.0022
2018-12-01,GCN 1.0,0.016099999999999996
2018-12-01,GCN 2.0,0.0031
2018-12-01,GCN 5.0,0.0035
2018-12-01,Generation 7.5,0.0038999999999999994
2018-12-01,Generation 9.0,0.0106
2018-12-01,Generation 8.0,0.0050999999999999995
2018-12-01,Generation 9.5,0.018000000000000002
2018-12-01,Maxwell,0.0508
2018-12-01,Kepler 2.0,0.0047
2018-12-01,Fermi,0.0021000000000000003
2018-12-01,Fermi 2.0,0.0039000000000000003
2018-12-01,Kepler,0.025399999999999995
2018-12-01,Pascal,0.3057000000000001
2018-12-01,Maxwell 2.0,0.0669
2019-01-01,GCN 3.0,0.004699999999999999
2019-01-01,GCN 4.0,0.023799999999999998
2019-01-01,Unknown,0.0694
2019-01-01,TeraScale 2,0.001
2019-01-01,TeraScale 3,0.0022
2019-01-01,GCN 1.0,0.015500000000000002
2019-01-01,GCN 2.0,0.0028
2019-01-01,GCN 5.0,0.0045000000000000005
2019-01-01,Generation 7.5,0.004
2019-01-01,Generation 9.0,0.010199999999999999
2019-01-01,Generation 8.0,0.0050999999999999995
2019-01-01,Generation 9.5,0.0189
2019-01-01,Maxwell,0.0513
2019-01-01,Kepler 2.0,0.0044
2019-01-01,Fermi,0.002
2019-01-01,Fermi 2.0,0.0036
2019-01-01,Kepler,0.0247
2019-01-01,Pascal,0.3072
2019-01-01,Maxwell 2.0,0.06269999999999999
2019-02-01,GCN 3.0,0.0047
2019-02-01,GCN 4.0,0.0251
2019-02-01,Unknown,0.06640000000000001
2019-02-01,TeraScale 3,0.0018000000000000004
2019-02-01,TeraScale 2,0.0009
2019-02-01,GCN 1.0,0.014700000000000001
2019-02-01,GCN 2.0,0.0026999999999999997
2019-02-01,GCN 5.0,0.005
2019-02-01,Generation 7.5,0.0036999999999999997
2019-02-01,Generation 9.0,0.0097
2019-02-01,Generation 8.0,0.0045
2019-02-01,Generation 9.5,0.0195
2019-02-01,Maxwell,0.051000000000000004
2019-02-01,Kepler 2.0,0.0041
2019-02-01,Fermi,0.0021000000000000003
2019-02-01,Fermi 2.0,0.0036999999999999997
2019-02-01,Kepler,0.023999999999999997
2019-02-01,Pascal,0.32109999999999994
2019-02-01,Maxwell 2.0,0.061599999999999995
2019-03-01,GCN 3.0,0.0047
2019-03-01,GCN 4.0,0.0281
2019-03-01,Unknown,0.06840000000000002
2019-03-01,TeraScale 2,0.001
2019-03-01,TeraScale 3,0.0021000000000000003
2019-03-01,GCN 1.0,0.014599999999999998
2019-03-01,GCN 2.0,0.0026999999999999997
2019-03-01,GCN 5.0,0.005600000000000001
2019-03-01,Generation 7.5,0.0038
2019-03-01,Generation 9.0,0.0101
2019-03-01,Generation 8.0,0.0047
2019-03-01,Generation 9.5,0.0204
2019-03-01,Maxwell,0.05040000000000001
2019-03-01,Kepler 2.0,0.004200000000000001
2019-03-01,Fermi,0.0022
2019-03-01,Fermi 2.0,0.0036
2019-03-01,Kepler,0.0236
2019-03-01,Pascal,0.33019999999999994
2019-03-01,Maxwell 2.0,0.062200000000000005
2019-04-01,GCN 3.0,0.0046
2019-04-01,GCN 4.0,0.0295
2019-04-01,Unknown,0.06599999999999999
2019-04-01,TeraScale 3,0.0021
2019-04-01,TeraScale 2,0.0007
2019-04-01,GCN 1.0,0.014100000000000001
2019-04-01,GCN 2.0,0.0026
